seed_id,from_login_id,to_expert_login_id,question_title,question_text,is_public,created_at
q_100,id_s_190,id_e_094,소셜모임운영 분야에 관심은 있지만 실력이 부족해서 시작이 망설여집니다.,아직 결과물은 없지만 관련 자료를 모으기 시작한 상황입니다. 관심은 큰데 막상 해보면 결과물이 어설퍼서 금방 포기하게 됩니다. 초보자가 실력을 확인하면서도 지치지 않게 연습하는 방법을 알고 싶습니다. 나중에 다시 질문드릴 때 어떤 결과를 가져오면 좋을까요?,0,2026-04-07T12:20:00
q_101,id_s_201,id_e_101,NGO활동 모임을 친구들과 운영한다면 어떤 규칙이 필요할까요?,친구 두 명과 방과 후 프로젝트를 시작하려는 상황입니다. 친구 몇 명과 NGO활동 관련 활동을 해보려고 합니다. 처음에는 재미있게 시작해도 역할 분담이나 일정 때문에 흐지부지될까 봐 걱정됩니다. 제가 바로 해볼 수 있는 첫 단계를 구체적으로 알려주세요.,1,2026-04-07T21:20:00
q_102,id_s_212,id_e_108,드론 분야가 진로로 이어질 수 있는지 현실적으로 확인하고 싶습니다.,고등학교 수행평가와 개인 관심사를 연결하려는 상황입니다. 드론에 관심이 있지만 이걸 직업이나 활동 방향으로 삼아도 되는지 잘 모르겠습니다. 좋아하는 마음과 실제 진로 가능성을 어떻게 구분하면 좋을까요? 실패했을 때 어떻게 기록하면 좋을지도 궁금합니다.,1,2026-04-08T06:20:00
q_103,id_s_223,id_e_115,드론 활동을 생활기록부나 자기소개서에 쓰려면 어떤 깊이가 필요할까요?,중학교 동아리에서 작은 발표를 준비하는 상황입니다. 단순 체험으로 끝내지 않고 제 관심과 성장 과정이 보이게 만들고 싶습니다. 어떤 질문을 잡고 어떤 증거를 남겨야 의미 있는 활동이 될까요? 학생 수준에서 무리하지 않는 범위로 조언 부탁드립니다.,1,2026-04-08T15:20:00
q_104,id_s_234,id_e_122,응급처치 분야를 잘하는 사람들은 초반에 무엇을 다르게 하나요?,학교 밖 커뮤니티나 온라인 모임 참여를 고민하는 상황입니다. 자료를 찾아보면 다들 결과가 좋아 보여서 더 어렵게 느껴집니다. 초반에 시행착오를 줄이는 습관이나 관찰 포인트가 있다면 알고 싶습니다. 나중에 다시 질문드릴 때 어떤 결과를 가져오면 좋을까요?,1,2026-04-09T00:20:00
q_105,id_s_245,id_e_129,수학 활동에서 팀장 역할을 맡게 됐는데 부담됩니다.,진로를 확정하기보다는 탐색 증거를 만들고 싶은 상황입니다. 제가 제안해서 시작한 활동이라 팀장을 맡게 됐습니다. 친구들이 편하게 참여하면서도 결과물을 남기려면 어떤 방식으로 운영해야 할까요? 제가 바로 해볼 수 있는 첫 단계를 구체적으로 알려주세요.,1,2026-04-09T09:20:00
q_106,id_s_256,id_e_136,"영상제작 분야와 관련된 책, 영상, 현장 경험 중 무엇부터 해야 할까요?","아직 결과물은 없지만 관련 자료를 모으기 시작한 상황입니다. 관심 분야를 넓히고 싶은데 책을 읽어야 할지, 영상을 봐야 할지, 직접 체험을 해야 할지 모르겠습니다. 순서를 정하는 기준이 궁금합니다. 실패했을 때 어떻게 기록하면 좋을지도 궁금합니다.",1,2026-04-09T18:20:00
q_107,id_s_267,id_e_143,교육 활동을 취미가 아니라 프로젝트처럼 발전시키고 싶습니다.,"친구 두 명과 방과 후 프로젝트를 시작하려는 상황입니다. 지금은 재미로만 하고 있는데, 조금 더 제대로 된 활동으로 만들어 보고 싶습니다. 주제 선정부터 결과 공유까지 어떤 흐름으로 잡으면 좋을까요? 학생 수준에서 무리하지 않는 범위로 조언 부탁드립니다.",1,2026-04-10T03:20:00
q_108,id_s_278,id_e_150,AI 분야에서 흔히 하는 오해나 실수가 있을까요?,고등학교 수행평가와 개인 관심사를 연결하려는 상황입니다. 처음 시작하는 입장에서 겉으로 보이는 모습만 보고 판단할까 봐 걱정됩니다. 실제 현장이나 활동 경험에서 느낀 오해를 알려주시면 도움이 될 것 같습니다. 나중에 다시 질문드릴 때 어떤 결과를 가져오면 좋을까요?,1,2026-04-10T12:20:00
q_109,id_s_289,id_e_007,드론 활동을 처음 시작할 때 혼자 해볼 만한 일이 있을까요?,"중학교 동아리에서 작은 발표를 준비하는 상황입니다. 요즘 이 분야에 관심이 생겼는데, 주변에 같이 하는 친구가 많지 않습니다. 혼자 시작해도 의미 있는 활동과 한 달 안에 남길 수 있는 기록 방식이 궁금합니다. 제가 바로 해볼 수 있는 첫 단계를 구체적으로 알려주세요.",0,2026-04-10T21:20:00
q_110,id_s_300,id_e_014,응급처치 포트폴리오를 만들 때 보여줘야 하는 핵심이 뭘까요?,"학교 밖 커뮤니티나 온라인 모임 참여를 고민하는 상황입니다. 좋아한다는 말만으로는 부족할 것 같아서 작은 포트폴리오를 만들고 싶습니다. 완성작, 과정 기록, 피드백 중 무엇을 더 중요하게 봐야 할까요? 실패했을 때 어떻게 기록하면 좋을지도 궁금합니다.",1,2026-04-11T06:20:00
q_111,id_s_011,id_e_021,학교 수업에서 배운 내용을 수학 활동으로 연결하고 싶습니다.,"진로를 확정하기보다는 탐색 증거를 만들고 싶은 상황입니다. 수업 시간에 배운 내용이 재미있었는데, 이 활동과 연결하면 더 깊게 탐구할 수 있을 것 같습니다. 선생님께 제안할 만한 작은 프로젝트 형태가 있을까요? 학생 수준에서 무리하지 않는 범위로 조언 부탁드립니다.",1,2026-04-11T15:20:00
q_112,id_s_022,id_e_028,영상제작 분야에 관심은 있지만 실력이 부족해서 시작이 망설여집니다.,아직 결과물은 없지만 관련 자료를 모으기 시작한 상황입니다. 관심은 큰데 막상 해보면 결과물이 어설퍼서 금방 포기하게 됩니다. 초보자가 실력을 확인하면서도 지치지 않게 연습하는 방법을 알고 싶습니다. 나중에 다시 질문드릴 때 어떤 결과를 가져오면 좋을까요?,1,2026-04-12T00:20:00
q_113,id_s_033,id_e_035,교육 모임을 친구들과 운영한다면 어떤 규칙이 필요할까요?,친구 두 명과 방과 후 프로젝트를 시작하려는 상황입니다. 친구 몇 명과 교육 관련 활동을 해보려고 합니다. 처음에는 재미있게 시작해도 역할 분담이나 일정 때문에 흐지부지될까 봐 걱정됩니다. 제가 바로 해볼 수 있는 첫 단계를 구체적으로 알려주세요.,1,2026-04-12T09:20:00
q_114,id_s_044,id_e_042,AI 분야가 진로로 이어질 수 있는지 현실적으로 확인하고 싶습니다.,고등학교 수행평가와 개인 관심사를 연결하려는 상황입니다. AI에 관심이 있지만 이걸 직업이나 활동 방향으로 삼아도 되는지 잘 모르겠습니다. 좋아하는 마음과 실제 진로 가능성을 어떻게 구분하면 좋을까요? 실패했을 때 어떻게 기록하면 좋을지도 궁금합니다.,1,2026-04-12T18:20:00
q_115,id_s_055,id_e_049,반려동물커뮤니티 활동을 생활기록부나 자기소개서에 쓰려면 어떤 깊이가 필요할까요?,중학교 동아리에서 작은 발표를 준비하는 상황입니다. 단순 체험으로 끝내지 않고 제 관심과 성장 과정이 보이게 만들고 싶습니다. 어떤 질문을 잡고 어떤 증거를 남겨야 의미 있는 활동이 될까요? 학생 수준에서 무리하지 않는 범위로 조언 부탁드립니다.,1,2026-04-13T03:20:00
q_116,id_s_066,id_e_056,재생에너지 분야를 잘하는 사람들은 초반에 무엇을 다르게 하나요?,학교 밖 커뮤니티나 온라인 모임 참여를 고민하는 상황입니다. 자료를 찾아보면 다들 결과가 좋아 보여서 더 어렵게 느껴집니다. 초반에 시행착오를 줄이는 습관이나 관찰 포인트가 있다면 알고 싶습니다. 나중에 다시 질문드릴 때 어떤 결과를 가져오면 좋을까요?,1,2026-04-13T12:20:00
q_117,id_s_077,id_e_063,카페운영 활동에서 팀장 역할을 맡게 됐는데 부담됩니다.,진로를 확정하기보다는 탐색 증거를 만들고 싶은 상황입니다. 제가 제안해서 시작한 활동이라 팀장을 맡게 됐습니다. 친구들이 편하게 참여하면서도 결과물을 남기려면 어떤 방식으로 운영해야 할까요? 제가 바로 해볼 수 있는 첫 단계를 구체적으로 알려주세요.,1,2026-04-13T21:20:00
q_118,id_s_088,id_e_070,"환경보호 분야와 관련된 책, 영상, 현장 경험 중 무엇부터 해야 할까요?","아직 결과물은 없지만 관련 자료를 모으기 시작한 상황입니다. 관심 분야를 넓히고 싶은데 책을 읽어야 할지, 영상을 봐야 할지, 직접 체험을 해야 할지 모르겠습니다. 순서를 정하는 기준이 궁금합니다. 실패했을 때 어떻게 기록하면 좋을지도 궁금합니다.",0,2026-04-14T06:20:00
q_119,id_s_099,id_e_077,사진 활동을 취미가 아니라 프로젝트처럼 발전시키고 싶습니다.,"친구 두 명과 방과 후 프로젝트를 시작하려는 상황입니다. 지금은 재미로만 하고 있는데, 조금 더 제대로 된 활동으로 만들어 보고 싶습니다. 주제 선정부터 결과 공유까지 어떤 흐름으로 잡으면 좋을까요? 학생 수준에서 무리하지 않는 범위로 조언 부탁드립니다.",1,2026-04-14T15:20:00
q_120,id_s_110,id_e_084,반려동물커뮤니티 분야에서 흔히 하는 오해나 실수가 있을까요?,고등학교 수행평가와 개인 관심사를 연결하려는 상황입니다. 처음 시작하는 입장에서 겉으로 보이는 모습만 보고 판단할까 봐 걱정됩니다. 실제 현장이나 활동 경험에서 느낀 오해를 알려주시면 도움이 될 것 같습니다. 나중에 다시 질문드릴 때 어떤 결과를 가져오면 좋을까요?,1,2026-04-15T00:20:00
q_121,id_s_121,id_e_091,독서모임 활동을 처음 시작할 때 혼자 해볼 만한 일이 있을까요?,"중학교 동아리에서 작은 발표를 준비하는 상황입니다. 요즘 이 분야에 관심이 생겼는데, 주변에 같이 하는 친구가 많지 않습니다. 혼자 시작해도 의미 있는 활동과 한 달 안에 남길 수 있는 기록 방식이 궁금합니다. 제가 바로 해볼 수 있는 첫 단계를 구체적으로 알려주세요.",1,2026-04-15T09:20:00
q_122,id_s_132,id_e_098,사회혁신 포트폴리오를 만들 때 보여줘야 하는 핵심이 뭘까요?,"학교 밖 커뮤니티나 온라인 모임 참여를 고민하는 상황입니다. 좋아한다는 말만으로는 부족할 것 같아서 작은 포트폴리오를 만들고 싶습니다. 완성작, 과정 기록, 피드백 중 무엇을 더 중요하게 봐야 할까요? 실패했을 때 어떻게 기록하면 좋을지도 궁금합니다.",1,2026-04-15T18:20:00
q_123,id_s_143,id_e_105,학교 수업에서 배운 내용을 식품개발 활동으로 연결하고 싶습니다.,"진로를 확정하기보다는 탐색 증거를 만들고 싶은 상황입니다. 수업 시간에 배운 내용이 재미있었는데, 이 활동과 연결하면 더 깊게 탐구할 수 있을 것 같습니다. 선생님께 제안할 만한 작은 프로젝트 형태가 있을까요? 학생 수준에서 무리하지 않는 범위로 조언 부탁드립니다.",1,2026-04-16T03:20:00
q_124,id_s_154,id_e_112,수학 분야에 관심은 있지만 실력이 부족해서 시작이 망설여집니다.,아직 결과물은 없지만 관련 자료를 모으기 시작한 상황입니다. 관심은 큰데 막상 해보면 결과물이 어설퍼서 금방 포기하게 됩니다. 초보자가 실력을 확인하면서도 지치지 않게 연습하는 방법을 알고 싶습니다. 나중에 다시 질문드릴 때 어떤 결과를 가져오면 좋을까요?,1,2026-04-16T12:20:00
q_125,id_s_165,id_e_119,바이오 모임을 친구들과 운영한다면 어떤 규칙이 필요할까요?,친구 두 명과 방과 후 프로젝트를 시작하려는 상황입니다. 친구 몇 명과 바이오 관련 활동을 해보려고 합니다. 처음에는 재미있게 시작해도 역할 분담이나 일정 때문에 흐지부지될까 봐 걱정됩니다. 제가 바로 해볼 수 있는 첫 단계를 구체적으로 알려주세요.,1,2026-04-16T21:20:00
q_126,id_s_176,id_e_126,브랜딩 분야가 진로로 이어질 수 있는지 현실적으로 확인하고 싶습니다.,고등학교 수행평가와 개인 관심사를 연결하려는 상황입니다. 브랜딩에 관심이 있지만 이걸 직업이나 활동 방향으로 삼아도 되는지 잘 모르겠습니다. 좋아하는 마음과 실제 진로 가능성을 어떻게 구분하면 좋을까요? 실패했을 때 어떻게 기록하면 좋을지도 궁금합니다.,1,2026-04-17T06:20:00
q_127,id_s_187,id_e_133,웹툰 활동을 생활기록부나 자기소개서에 쓰려면 어떤 깊이가 필요할까요?,중학교 동아리에서 작은 발표를 준비하는 상황입니다. 단순 체험으로 끝내지 않고 제 관심과 성장 과정이 보이게 만들고 싶습니다. 어떤 질문을 잡고 어떤 증거를 남겨야 의미 있는 활동이 될까요? 학생 수준에서 무리하지 않는 범위로 조언 부탁드립니다.,0,2026-04-17T15:20:00
q_128,id_s_198,id_e_140,글쓰기 분야를 잘하는 사람들은 초반에 무엇을 다르게 하나요?,학교 밖 커뮤니티나 온라인 모임 참여를 고민하는 상황입니다. 자료를 찾아보면 다들 결과가 좋아 보여서 더 어렵게 느껴집니다. 초반에 시행착오를 줄이는 습관이나 관찰 포인트가 있다면 알고 싶습니다. 나중에 다시 질문드릴 때 어떤 결과를 가져오면 좋을까요?,1,2026-04-18T00:20:00
q_129,id_s_209,id_e_147,멘토링 활동에서 팀장 역할을 맡게 됐는데 부담됩니다.,진로를 확정하기보다는 탐색 증거를 만들고 싶은 상황입니다. 제가 제안해서 시작한 활동이라 팀장을 맡게 됐습니다. 친구들이 편하게 참여하면서도 결과물을 남기려면 어떤 방식으로 운영해야 할까요? 제가 바로 해볼 수 있는 첫 단계를 구체적으로 알려주세요.,1,2026-04-18T09:20:00
q_130,id_s_220,id_e_004,"수학 분야와 관련된 책, 영상, 현장 경험 중 무엇부터 해야 할까요?","아직 결과물은 없지만 관련 자료를 모으기 시작한 상황입니다. 관심 분야를 넓히고 싶은데 책을 읽어야 할지, 영상을 봐야 할지, 직접 체험을 해야 할지 모르겠습니다. 순서를 정하는 기준이 궁금합니다. 실패했을 때 어떻게 기록하면 좋을지도 궁금합니다.",1,2026-04-18T18:20:00
q_131,id_s_231,id_e_011,바이오 활동을 취미가 아니라 프로젝트처럼 발전시키고 싶습니다.,"친구 두 명과 방과 후 프로젝트를 시작하려는 상황입니다. 지금은 재미로만 하고 있는데, 조금 더 제대로 된 활동으로 만들어 보고 싶습니다. 주제 선정부터 결과 공유까지 어떤 흐름으로 잡으면 좋을까요? 학생 수준에서 무리하지 않는 범위로 조언 부탁드립니다.",1,2026-04-19T03:20:00
q_132,id_s_242,id_e_018,브랜딩 분야에서 흔히 하는 오해나 실수가 있을까요?,고등학교 수행평가와 개인 관심사를 연결하려는 상황입니다. 처음 시작하는 입장에서 겉으로 보이는 모습만 보고 판단할까 봐 걱정됩니다. 실제 현장이나 활동 경험에서 느낀 오해를 알려주시면 도움이 될 것 같습니다. 나중에 다시 질문드릴 때 어떤 결과를 가져오면 좋을까요?,1,2026-04-19T12:20:00
q_133,id_s_253,id_e_025,웹툰 활동을 처음 시작할 때 혼자 해볼 만한 일이 있을까요?,"중학교 동아리에서 작은 발표를 준비하는 상황입니다. 요즘 이 분야에 관심이 생겼는데, 주변에 같이 하는 친구가 많지 않습니다. 혼자 시작해도 의미 있는 활동과 한 달 안에 남길 수 있는 기록 방식이 궁금합니다. 제가 바로 해볼 수 있는 첫 단계를 구체적으로 알려주세요.",1,2026-04-19T21:20:00
q_134,id_s_264,id_e_032,숏폼콘텐츠 포트폴리오를 만들 때 보여줘야 하는 핵심이 뭘까요?,"학교 밖 커뮤니티나 온라인 모임 참여를 고민하는 상황입니다. 좋아한다는 말만으로는 부족할 것 같아서 작은 포트폴리오를 만들고 싶습니다. 완성작, 과정 기록, 피드백 중 무엇을 더 중요하게 봐야 할까요? 실패했을 때 어떻게 기록하면 좋을지도 궁금합니다.",1,2026-04-20T06:20:00
q_135,id_s_275,id_e_039,학교 수업에서 배운 내용을 멘토링 활동으로 연결하고 싶습니다.,"진로를 확정하기보다는 탐색 증거를 만들고 싶은 상황입니다. 수업 시간에 배운 내용이 재미있었는데, 이 활동과 연결하면 더 깊게 탐구할 수 있을 것 같습니다. 선생님께 제안할 만한 작은 프로젝트 형태가 있을까요? 학생 수준에서 무리하지 않는 범위로 조언 부탁드립니다.",1,2026-04-20T15:20:00
q_136,id_s_286,id_e_046,아이돌팬클럽 분야에 관심은 있지만 실력이 부족해서 시작이 망설여집니다.,아직 결과물은 없지만 관련 자료를 모으기 시작한 상황입니다. 관심은 큰데 막상 해보면 결과물이 어설퍼서 금방 포기하게 됩니다. 초보자가 실력을 확인하면서도 지치지 않게 연습하는 방법을 알고 싶습니다. 나중에 다시 질문드릴 때 어떤 결과를 가져오면 좋을까요?,0,2026-04-21T00:20:00
q_137,id_s_297,id_e_053,로컬푸드 모임을 친구들과 운영한다면 어떤 규칙이 필요할까요?,친구 두 명과 방과 후 프로젝트를 시작하려는 상황입니다. 친구 몇 명과 로컬푸드 관련 활동을 해보려고 합니다. 처음에는 재미있게 시작해도 역할 분담이나 일정 때문에 흐지부지될까 봐 걱정됩니다. 제가 바로 해볼 수 있는 첫 단계를 구체적으로 알려주세요.,1,2026-04-21T09:20:00
q_138,id_s_008,id_e_060,독서모임 분야가 진로로 이어질 수 있는지 현실적으로 확인하고 싶습니다.,고등학교 수행평가와 개인 관심사를 연결하려는 상황입니다. 독서모임에 관심이 있지만 이걸 직업이나 활동 방향으로 삼아도 되는지 잘 모르겠습니다. 좋아하는 마음과 실제 진로 가능성을 어떻게 구분하면 좋을까요? 실패했을 때 어떻게 기록하면 좋을지도 궁금합니다.,1,2026-04-21T18:20:00
q_139,id_s_019,id_e_067,운동처방 활동을 생활기록부나 자기소개서에 쓰려면 어떤 깊이가 필요할까요?,중학교 동아리에서 작은 발표를 준비하는 상황입니다. 단순 체험으로 끝내지 않고 제 관심과 성장 과정이 보이게 만들고 싶습니다. 어떤 질문을 잡고 어떤 증거를 남겨야 의미 있는 활동이 될까요? 학생 수준에서 무리하지 않는 범위로 조언 부탁드립니다.,1,2026-04-22T03:20:00
q_140,id_s_030,id_e_074,해양생물학 분야를 잘하는 사람들은 초반에 무엇을 다르게 하나요?,학교 밖 커뮤니티나 온라인 모임 참여를 고민하는 상황입니다. 자료를 찾아보면 다들 결과가 좋아 보여서 더 어렵게 느껴집니다. 초반에 시행착오를 줄이는 습관이나 관찰 포인트가 있다면 알고 싶습니다. 나중에 다시 질문드릴 때 어떤 결과를 가져오면 좋을까요?,1,2026-04-22T12:20:00
q_141,id_s_041,id_e_081,게임방송 활동에서 팀장 역할을 맡게 됐는데 부담됩니다.,진로를 확정하기보다는 탐색 증거를 만들고 싶은 상황입니다. 제가 제안해서 시작한 활동이라 팀장을 맡게 됐습니다. 친구들이 편하게 참여하면서도 결과물을 남기려면 어떤 방식으로 운영해야 할까요? 제가 바로 해볼 수 있는 첫 단계를 구체적으로 알려주세요.,1,2026-04-22T21:20:00
q_142,id_s_052,id_e_088,"게임방송 분야와 관련된 책, 영상, 현장 경험 중 무엇부터 해야 할까요?","아직 결과물은 없지만 관련 자료를 모으기 시작한 상황입니다. 관심 분야를 넓히고 싶은데 책을 읽어야 할지, 영상을 봐야 할지, 직접 체험을 해야 할지 모르겠습니다. 순서를 정하는 기준이 궁금합니다. 실패했을 때 어떻게 기록하면 좋을지도 궁금합니다.",1,2026-04-23T06:20:00
q_143,id_s_063,id_e_095,지역축제 활동을 취미가 아니라 프로젝트처럼 발전시키고 싶습니다.,"친구 두 명과 방과 후 프로젝트를 시작하려는 상황입니다. 지금은 재미로만 하고 있는데, 조금 더 제대로 된 활동으로 만들어 보고 싶습니다. 주제 선정부터 결과 공유까지 어떤 흐름으로 잡으면 좋을까요? 학생 수준에서 무리하지 않는 범위로 조언 부탁드립니다.",1,2026-04-23T15:20:00
q_144,id_s_074,id_e_102,SF 독서 분야에서 흔히 하는 오해나 실수가 있을까요?,고등학교 수행평가와 개인 관심사를 연결하려는 상황입니다. 처음 시작하는 입장에서 겉으로 보이는 모습만 보고 판단할까 봐 걱정됩니다. 실제 현장이나 활동 경험에서 느낀 오해를 알려주시면 도움이 될 것 같습니다. 나중에 다시 질문드릴 때 어떤 결과를 가져오면 좋을까요?,1,2026-04-24T00:20:00
q_145,id_s_085,id_e_109,AI 활동을 처음 시작할 때 혼자 해볼 만한 일이 있을까요?,"중학교 동아리에서 작은 발표를 준비하는 상황입니다. 요즘 이 분야에 관심이 생겼는데, 주변에 같이 하는 친구가 많지 않습니다. 혼자 시작해도 의미 있는 활동과 한 달 안에 남길 수 있는 기록 방식이 궁금합니다. 제가 바로 해볼 수 있는 첫 단계를 구체적으로 알려주세요.",0,2026-04-24T09:20:00
q_146,id_s_096,id_e_116,코딩교육 포트폴리오를 만들 때 보여줘야 하는 핵심이 뭘까요?,"학교 밖 커뮤니티나 온라인 모임 참여를 고민하는 상황입니다. 좋아한다는 말만으로는 부족할 것 같아서 작은 포트폴리오를 만들고 싶습니다. 완성작, 과정 기록, 피드백 중 무엇을 더 중요하게 봐야 할까요? 실패했을 때 어떻게 기록하면 좋을지도 궁금합니다.",1,2026-04-24T18:20:00
q_147,id_s_107,id_e_123,학교 수업에서 배운 내용을 영상제작 활동으로 연결하고 싶습니다.,"진로를 확정하기보다는 탐색 증거를 만들고 싶은 상황입니다. 수업 시간에 배운 내용이 재미있었는데, 이 활동과 연결하면 더 깊게 탐구할 수 있을 것 같습니다. 선생님께 제안할 만한 작은 프로젝트 형태가 있을까요? 학생 수준에서 무리하지 않는 범위로 조언 부탁드립니다.",1,2026-04-25T03:20:00
q_148,id_s_118,id_e_130,사진 분야에 관심은 있지만 실력이 부족해서 시작이 망설여집니다.,아직 결과물은 없지만 관련 자료를 모으기 시작한 상황입니다. 관심은 큰데 막상 해보면 결과물이 어설퍼서 금방 포기하게 됩니다. 초보자가 실력을 확인하면서도 지치지 않게 연습하는 방법을 알고 싶습니다. 나중에 다시 질문드릴 때 어떤 결과를 가져오면 좋을까요?,1,2026-04-25T12:20:00
q_149,id_s_129,id_e_137,숏폼콘텐츠 모임을 친구들과 운영한다면 어떤 규칙이 필요할까요?,친구 두 명과 방과 후 프로젝트를 시작하려는 상황입니다. 친구 몇 명과 숏폼콘텐츠 관련 활동을 해보려고 합니다. 처음에는 재미있게 시작해도 역할 분담이나 일정 때문에 흐지부지될까 봐 걱정됩니다. 제가 바로 해볼 수 있는 첫 단계를 구체적으로 알려주세요.,1,2026-04-25T21:20:00
